Summary,URL,Country_Pair
"Central African Republic–Holy See relations refers to the current and historic relationship between the Central African Republic and the Holy See. Diplomatic relations between the two states were established in 1967, but only in recent years they have been increasing their cooperation, with high level visits being made by Pope Francis and President Faustin-Archange Touadéra to each other's countries.
The Holy See maintains an apostolic nunciature in Bangui, while the Central African Republic has no diplomatic representation to Vatican City. The most recent apostolic nuncio of the Holy See in CAR was Archbishop Franco Coppola (2014–2016), but he was reassigned in the summer of 2016 and currently the position is vacant. Another notable former apostolic nuncio to CAR is Joseph Chennoth (1999–2005).",https://en.wikipedia.org/wiki/Central_African_Republic%E2%80%93Holy_See_relations,Central African Republic–Holy See relations
"Chad–United States relations are the international relations between Chad and the United States.
According to the 2012 U.S. Global Leadership Report, 81% of Chadians approve of U.S. leadership, with 18% disapproving and 1% uncertain, the fourth-highest rating for any surveyed country in Africa.",https://en.wikipedia.org/wiki/Chad%E2%80%93United_States_relations,Chad–United States relations
"Chad–Romania relations were established on 15 July 1969. However, neither country has an embassy in the other's capital, and although an agreement on trade was signed in 1969, followed by an agreement on economic and technical cooperation in 1971, as of 2007, the volume of bilateral trade remained insignificant.In November 2007, Romania announced that they would deploy 120 troops to Chad and the Central African Republic in connection with a European Union peacekeeping mission there. Romania continued to condemn violence in Chad and blamed it on rebel groups. However, by mid-2008, Romanian defence minister Teodor Meleșcanu indicated that his country would not send further troops to the mission in Chad, stating that they had reached their limits and did not want involvement in a war theatre.In December 2008, Romanian national Marin Cioroianu was arrested in Harghita County, Romania in connection with the July 2007 murder of Brahim Déby, the son of Chadian president Idriss Déby, in a Paris parking garage. Déby's attackers had shot arrows at him, tackled him, and attacked him with fire extinguisher foam, leading to death by asphyxiation. DNA in a glove taken from Cioroianu's car matched DNA collected at the murder scene. However, due to Interpol's French office lacking funds to pay for his extradition to France, Cioroianu remained in custody in Romania.",https://en.wikipedia.org/wiki/Chad%E2%80%93Romania_relations,Chad–Romania relations
Chad–France relations refers to the diplomatic relations between the Republic of Chad and the  French Republic. France controlled Chad beginning in 1900 until the country's independence in 1960. Both nations are today members of the Francophonie and the United Nations.,https://en.wikipedia.org/wiki/Chad%E2%80%93France_relations,Chad–France relations
"The People's Republic of China and Republic of Chad first established bilateral relations in 1972.  The countries maintained relations until 1997, when China severed ties due to Chad's recognition of the Republic of China (Taiwan). Relations resumed in August 2006 when Chad ended its relationship with Taiwan and pledged adherence to PR China's One China Policy.",https://en.wikipedia.org/wiki/Chad%E2%80%93China_relations,Chad–China relations
"Chad–India relations refers to the international relations that exist between Chad and India. The High Commission of India in Abuja, Nigeria is concurrently accredited to Chad. India also maintains an Honorary Consulate in N'Djamena. Chad has no diplomatic mission in India.
Relations between Chad and India have witnessed significant growth since 2004, with many high level bilateral visits and interactions having taken place. Chadian Deputy Prime Minister and Foreign Minister Nagoum Yamassoum visited New Delhi in March 2005 to attend the first ever India-Africa Project Partnership conclave. He is the first Chadian government official to visit the country. Minister of State for Agriculture Arun Yadav visited N'Djamena on 10 May 2011, and met with President Idriss Deby Itno. Yadav was the first Indian government official to visit the country. President Itno led a 32-member delegation on a visit to New Delhi to attend the third India-Africa Forum Summit in October 2015. The delegation several Cabinet Ministers and other high-level Chadian officials. Itno held bilateral talks with Prime Minister Narendra Modi on 28 October.",https://en.wikipedia.org/wiki/Chad%E2%80%93India_relations,Chad–India relations
"The populations of eastern Chad and western Sudan established social and religious ties long before either nation's independence, and these remained strong despite disputes between governments. In recent times, relations have been strained due to the conflict in Darfur and a civil war in Chad, which both governments accuse the other of supporting.",https://en.wikipedia.org/wiki/Chad%E2%80%93Sudan_relations,Chad–Sudan relations
"Nigeria considered France its primary rival in its attempt to chart the course of West Africa's political development. Its generally paternalistic relations with Chad intensified after the coup that ousted President François Tombalbaye in 1975. After that, limiting Libyan expansion while avoiding direct clashes with Libyan troops also became important goals. Nigeria sponsored talks among Chad's rival factions in 1979 and promoted a little-known civil servant, Mahmat Shawa Lol, as a compromise head of a coalition government. Lol's perceived status as a Nigerian puppet contributed to mounting opposition during his short term as president in 1979.
The two nations forged stronger ties during the 1980s. Hoping to benefit commercially and diplomatically by expanding regional trade relations, Nigeria replaced France as Chad's major source of export revenues. Bilateral trade agreements involved Chadian exports of livestock, dried fish, and chemicals and imports of Nigerian foodstuffs and manufactured goods. Both governments also recognized the potential value of the large informal trade sector across their borders, which neither country regulated. In addition, Nigerian industry and commerce employed several thousand Chadian workers. Both nations have seats on the United Nations Security Council.
Chad's relationship with Nigeria was not without its strains, however. Beginning in the late 1970s, clashes occurred around Lake Chad, where both countries hoped to exploit oil reserves. Both also sought to defuse these confrontations, first by establishing joint patrols and a commission to demarcate the boundary across the lake more clearly. Then in the early 1980s, the low level of Lake Chad brought a series of tiny islands into view, leading to further disputes and disrupting long-standing informal trade networks.
This relationship was also complicated by Nigeria's own instability in the north, generated by rising Islamic fundamentalism. Thousands of casualties occurred as the result of violent clashes in Nigeria throughout the 1980s. Most religious violence was domestic in origin, but Nigerian police arrested a few Libyans, and Nigerian apprehension of Libyan infiltration through Chad intensified.
Nigeria's 1983 economic austerity campaign also produced strains with neighboring states, including Chad. Nigeria expelled several hundred thousand foreign workers, mostly from its oil industry, which faced drastic cuts as a result of declining world oil prices. At least 30,000 of those expelled were Chadians. Despite these strains, however, Nigerians had assisted in the halting process of achieving stability in Chad, and both nations reaffirmed their intention to maintain close ties.",https://en.wikipedia.org/wiki/Chad%E2%80%93Nigeria_relations,Chad–Nigeria relations
"The Chadian–Libyan conflict was a series of sporadic clashes in Chad between 1978 and 1987 between Libyan and Chadian forces. Libya had been involved in Chad's internal affairs prior to 1978 and before Muammar Gaddafi's rise to power in Libya in 1969, beginning with the extension of the Chadian Civil War to northern Chad in 1968. The conflict was marked by a series of four separate Libyan interventions in Chad, taking place in 1978, 1979, 1980–1981 and 1983–1987. In all of these occasions Gaddafi had the support of a number of factions participating in the civil war, while Libya's opponents found the support of the French government, which intervened militarily to save the Chadian government in 1978, 1983 and 1986.
The pattern of the war delineated itself in 1978, with the Libyans providing armour, artillery and air support and their Chadian allies the infantry, which assumed the bulk of the scouting and fighting. This pattern was radically changed in 1986, towards the end of the war, when most Chadian forces united in opposing the Libyan occupation of northern Chad with a degree of unity that had never been seen before in Chad. This deprived the Libyan forces of their habitual infantry, exactly when they found themselves confronting a mobile army, well provided now by the United States, Zaire and France with anti-tank and anti-air missiles, thus cancelling the Libyan superiority in firepower. What followed was the Toyota War, in which the Libyan forces were routed and expelled from Chad, putting an end to the conflict.
Gaddafi initially intended to annex the Aouzou Strip, the northernmost part of Chad, which he claimed as part of Libya on the grounds of an unratified treaty of the colonial period. In 1972 his goals became, in the evaluation of historian Mario Azevedo, the creation of a client state in Libya's ""underbelly"", an Islamic republic modelled after his jamahiriya, that would maintain close ties with Libya, and secure his control over the Aouzou Strip; expulsion of the French from the region; and use of Chad as a base to expand his influence in Central Africa.",https://en.wikipedia.org/wiki/Chadian%E2%80%93Libyan_conflict,Chad–Libya relations
Chad–Taiwan relations are relations between Chad and the Republic of China (ROC).,https://en.wikipedia.org/wiki/Chad%E2%80%93Taiwan_relations,Chad–Taiwan relations
Comoros–United States relations are the international relations between the Comoros and the United States; the relations are friendly. The United States recognized the Comorian Government in 1977.,https://en.wikipedia.org/wiki/Comoros%E2%80%93United_States_relations,Comoros–United States relations
"Comoros–India relations refers to the international relations that exist between Comoros and India. The Embassy of India in Antananarivo, Madagascar is concurrently accredited to Comoros. India also maintains an Honorary Consulate General in Moroni. Comoros maintains an Honorary Consulate in New Delhi.",https://en.wikipedia.org/wiki/Comoros%E2%80%93India_relations,Comoros–India relations
"Comoros–North Korea relations (Korean: 코모로-조선민주주의인민공화국 관계) refers to the current and historical relationship between the Comoros and the Democratic People's Republic of Korea (DPRK), commonly known as North Korea. Neither nation maintains an embassy in their respective capitals. Formerly the DPRK had an ambassador stationed in Moroni.",https://en.wikipedia.org/wiki/Comoros%E2%80%93North_Korea_relations,Comoros–North Korea relations
"Comoros–France relations are the bilateral relations between the Union of the Comoros and the French Republic.
The Comoros has an embassy in Paris and France has an embassy in Moroni. The Comorian ambassador to France is Ahmed Bourhane. The French ambassador to Comoros is Robby Judes.Comoros lays claim to Mayotte, an overseas department and region of France.
The Comoros and France share a maritime border via the French Southern and Antarctic Lands.",https://en.wikipedia.org/wiki/Comoros%E2%80%93France_relations,Comoros–France relations
"People's Republic of China – Comoros relations refers to the current and historical relationship between the People's Republic of China and the Comoros. Relations were established by Comorian President Ali Soilih on 13 November 1975 and have been described as ""friendly and cooperative"".",https://en.wikipedia.org/wiki/China%E2%80%93Comoros_relations,China–Comoros relations
"Comoros–Spain relations are the bilateral and diplomatic relations between these two countries. Comoros does not have an embassy in Spain, but its embassy in Paris, France, is accredited to Spain. Spain does not have an embassy in Comoros but its embassy in Pretoria, South Africa.",https://en.wikipedia.org/wiki/Comoros%E2%80%93Spain_relations,Comoros–Spain relations
Comoros – Qatar relations are the bilateral relations between Comoros and the State of Qatar.,https://en.wikipedia.org/wiki/Comoros%E2%80%93Qatar_relations,Comoros–Qatar relations
"The People's Republic of China (PRC) and the Democratic Republic of the Congo (DRC) have had peaceful diplomatic relations, and growing economic relations, since 1971. Relations between the two countries go back to 1887, when representatives of the Congo Free State established contacts with the court of the Qing dynasty then ruling China. The first treaty between the two powers was signed in 1898. The Free State became a Belgian colony in 1908, but when it gained its independence in 1960 it established formal relations with the Republic of China (ROC), which had replaced the Qing in 1912 but was relegated to the island of Taiwan after 1949. Over the next decade, Congolese recognition was switched several times between the ROC and the PRC before it settled finally on the latter in 1971. At the time, the Congo was known as Zaire. In the 21st century, Chinese investment in the DRC and Congolese exports to China have grown rapidly.",https://en.wikipedia.org/wiki/China%E2%80%93Democratic_Republic_of_the_Congo_relations,China–Democratic Republic of the Congo relations
Republic of the Congo–Russia relations (Russian: Российско-конголезские отношения) refers to bilateral foreign relations between the Republic of the Congo and Russia. The Republic of the Congo has an embassy in Moscow. Russia has an embassy in Brazzaville.,https://en.wikipedia.org/wiki/Republic_of_the_Congo%E2%80%93Russia_relations,Republic of the Congo–Russia relations
"This  article is about the demographic features of the population of the Democratic Republic of the Congo, including ethnicity, education level, health of the populace, economic status, religious affiliations and other aspects of the population.
As many as 250 ethnic groups have been distinguished and named. The most numerous people are the Luba, Mongo, and Bakongo.
Although 700 local languages and dialects are spoken, the linguistic variety is bridged both by the use of French and the intermediary languages Kongo, Luba-Kasai, Swahili, and Lingala.",https://en.wikipedia.org/wiki/Demographics_of_the_Democratic_Republic_of_the_Congo,Democratic Republic of the Congo–Republic of the Congo relations
"Franco–Congolese relations refers to the current and historical relationship between the French Republic and the Republic of the Congo. France maintains an embassy in Brazzaville and a consulate in Pointe Noire. France controlled the Republic of the Congo as a colony from the 1880s until the Congo's independence in 1960. Following the collapse of communism worldwide, France has become Congo's most significant external trading partner.",https://en.wikipedia.org/wiki/Republic_of_the_Congo%E2%80%93France_relations,Republic of the Congo–France relations
"Democratic Republic of the Congo–Russia relations (Russian: Российско-конголезские отношения) refers to bilateral foreign relations between the Democratic Republic of the Congo and Russia. The Democratic Republic of the Congo has an embassy in Moscow and an honorary consulate in Yekaterinburg. Russia has an embassy in Kinshasa. The relations between the two countries were established on July 7, 1960 and restored since November 30, 1967.
The DRC and Russia have positive relations. Sergei Lavrov met with the Foreign Minister of the DRC in April 2009, stating that Russia will increase cooperation with DR Congo. In 2010, thirty officers of the Armed Forces of the Democratic Republic of the Congo (FARDC) were awarded scholarships to study in Russian military academies. This is part of a bigger effort to improve the FARDC by Russia. In December 2014, a Russian language school opened in Kinshasa for the Congolese Diplomatic Academy. Throughout 2013 and 2014, small groups of Congolese National Police attended two-month training stints in Russia.",https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo%E2%80%93Russia_relations,Democratic Republic of the Congo–Russia relations
"China–Republic of the Congo relations refer to the bilateral relations between China and Republic of the Congo. On February 22, 1964, China established diplomatic relations with the Republic of Congo.",https://en.wikipedia.org/wiki/China%E2%80%93Republic_of_the_Congo_relations,China–Republic of the Congo relations
"Republic of the Congo–United States relations are the international relations between the Republic of the Congo and the United States of America.
The Republic of the Congo was recognized by the United States on the day of its independence, 15 August 1960. Diplomatic relations between the United States and Congo were broken during the most radical Congolese-Marxist period, 1965-77. The U.S. Embassy reopened in 1977 with the restoration of relations, which remained distant until the end of the socialist era. The late 1980s were marked by a progressive warming of Congolese relations with Western countries, including the United States. Congolese President Denis Sassou-Nguesso made a state visit to Washington in 1990, where he was received by President George H. W. Bush.",https://en.wikipedia.org/wiki/Republic_of_the_Congo%E2%80%93United_States_relations,Republic of the Congo–United States relations
"People's Republic of China–Djibouti relations refers to the current and historical relationship between the People's Republic of China and Djibouti. China and Djibouti established relations on January 8, 1979. China has financed a number of public works projects in Djibouti, including a stadium, the offices of the Ministry of Foreign Affairs and the People's Palace. In September 2010, Type 920 Hospital Ship, also known as the ""Peace Ark"", visited Djibouti.",https://en.wikipedia.org/wiki/China%E2%80%93Djibouti_relations,China–Djibouti relations
Djibouti – United States relations are bilateral relations between Djibouti and the United States.,https://en.wikipedia.org/wiki/Djibouti%E2%80%93United_States_relations,Djibouti–United States relations
Djibouti–India relations are bilateral relations between Djibouti and India.,https://en.wikipedia.org/wiki/Djibouti%E2%80%93India_relations,Djibouti–India relations
Djibouti–France relations refers to the current and historical relationship between Djibouti and France. Djibouti was obtained as a colony by France in 1862 and officially controlled Djibouti until it received independence in 1977. Djibouti maintains military and economic agreements with France which provide continued security and economic assistance. The largest French military base in Africa is located in Djibouti's territorial waters in the Red Sea.,https://en.wikipedia.org/wiki/Djibouti%E2%80%93France_relations,Djibouti–France relations
Djibouti–Ethiopia relations are bilateral relations between Djibouti and Ethiopia.,https://en.wikipedia.org/wiki/Djibouti%E2%80%93Ethiopia_relations,Djibouti–Ethiopia relations
Djibouti–Eritrea relations refers to the current and historical relationship between neighboring states Djibouti and Eritrea.,https://en.wikipedia.org/wiki/Djibouti%E2%80%93Eritrea_relations,Djibouti–Eritrea relations
Djibouti–Kenya relations are bilateral relations between Djibouti and Kenya.,https://en.wikipedia.org/wiki/Djibouti%E2%80%93Kenya_relations,Djibouti–Kenya relations
"Egypt–Israel relations are foreign relations between Egypt and Israel. The state of war between both countries which dated back to the 1948 Arab–Israeli War culminated in the Yom Kippur War in 1973, and was followed by the 1979 Egypt–Israel Peace Treaty a year after the Camp David Accords, mediated by US president Jimmy Carter. Full diplomatic relations were established on January 26, 1980. Egypt has an embassy in Tel Aviv and a consulate in Eilat. Israel has an embassy in Cairo and a consulate in Alexandria.
Their shared border has two official crossings, one at Taba and one at Nitzana. The crossing at Nitzana is for commercial and tourist traffic only. The two countries' borders also meet at the shoreline of the Gulf of Aqaba in the Red Sea.",https://en.wikipedia.org/wiki/Egypt%E2%80%93Israel_relations,Egypt–Israel relations
"Egypt–United Kingdom relations refers to the bilateral relationship between the Arab Republic of Egypt and the United Kingdom of Great Britain and Northern Ireland. Relations are strong and longstanding. They involve politics, defence, trade and education.",https://en.wikipedia.org/wiki/Egypt%E2%80%93United_Kingdom_relations,Egypt–United Kingdom relations
"Egyptian–Turkish relations are bilateral relations between Egypt and Turkey. Egypt and Turkey are bound by strong religious, cultural and historical ties, but diplomatic ties between the two have remained extremely friendly at times and extremely strained at others. For three centuries, Egypt was part of the Ottoman Empire, whose capital was Constantinople in modern-day Turkey, despite governor of Egypt, Muhammad Ali, waged war against the Ottoman sultan, Mahmud II, in 1831.
Turkey established diplomatic relations with Egypt in 1925 at the level of Charge d’ Affaires and upgraded its mission in Cairo to Ambassadorial level in 1948. Both countries have embassies and consulate generals in the other's capitals. Both countries have signed a free trade agreement in December 2005. Both countries are full members of the Union for the Mediterranean. A natural gas deal between Egypt and Turkey—the largest joint Egyptian-Turkish project to date, estimated to cost $4 billion—is being implemented. On 16 April 2008, Egypt and Turkey signed a memorandum of understanding to improve and further military relations and cooperation between the two countries.
Relations however have been quite tense on many occasions in history of both countries including the Nasser era in Egypt in the 1950s and 60s. It has also strongly deteriorated in the period following the overthrow of the Egyptian president Mohamed Morsi on July 3, 2013 following a 48-hour deadline on July 1, marking the end of anti-government protests that took place between June 30 and July 3 that year.
On 23 November 2013, the Egyptian government expelled the Turkish ambassador in Cairo after a months-long diplomatic crisis.",https://en.wikipedia.org/wiki/Egypt%E2%80%93Turkey_relations,Egypt–Turkey relations
"Egypt–United States relations refers to the current and historical relationship between Egypt and the United States.

The U.S. had minimal dealings with Egypt when it was controlled by the Ottoman Empire (before 1882) and Britain (1882–1945).
President Gamal Abdel Nasser (1956–70) antagonized the U.S. by his pro-Soviet policies and anti-Israeli rhetoric, but the U.S. helped keep him in power by forcing Britain and France to immediately end their invasion in 1956. American policy has been to provide strong support to governments that supported U.S. and Israeli interests in the region, especially presidents Anwar Sadat (1970–81) and Hosni Mubarak (1981–2011). 
Between 1948 and 2011, the U.S. provided Egypt with $71.6 billion in bilateral military and economic aid.",https://en.wikipedia.org/wiki/Egypt%E2%80%93United_States_relations,Egypt–United States relations
"Bangladesh–Egypt relations refer to the bilateral relations between Bangladesh and Egypt. Bangladesh and Egypt enjoy friendly relations. Egypt has a resident ambassador, Mahmoud Ezzat, in Dhaka, Bangladesh. Bangladesh maintains a resident ambassador in Egypt.",https://en.wikipedia.org/wiki/Bangladesh%E2%80%93Egypt_relations,Bangladesh–Egypt relations
"Egypt–Syria relations refers to the bilateral relations between the Arab Republic of Egypt and the Syrian Arab Republic. Egypt has an embassy in Damascus. Syria has an embassy in Cairo.
Both countries were members of the Arab League, but as of November 2011, Syria has been suspended from the League due to its failure to follow up with an agreement concerning its current civil war. Relations were generally well under the reign of Hosni Mubarak, but since has been strained after the election of hard line Mohamed Morsi. Egypt closed down its embassy in Damascus in 2011. However, relations were restored and the embassies reopened in both Egypt and Syria after the military coup that toppled Morsi.",https://en.wikipedia.org/wiki/Egypt%E2%80%93Syria_relations,Egypt–Syria relations
"Egyptian–Greek relations refer to bilateral relations between Egypt and Greece.  Due to the strong cultural and historical ties between the two nations, Egypt and Greece today enjoy friendly relations. Modern diplomatic relations between the two countries were established after Greece gained its independence in 1821, and are today regarded as cordial. Both countries are members and partners in several international organizations such as UN, IMF, OSCE, and the Union for the Mediterranean, among others.",https://en.wikipedia.org/wiki/Egypt%E2%80%93Greece_relations,Egypt–Greece relations
"Egypt–Iran relations refers to the current and historical relations between Egypt and Iran. Following the Egyptian Revolution of 2011, Iran appointed its first ambassador to Egypt in almost 30 years. Despite oft-wavering tensions between the two countries, they share membership in the OIC and the Developing 8.
According to a 2013 BBC World Service poll, 15% of Egyptians view Iran's influence positively, with 48% expressing a negative view.In a 2012 poll conducted by the Israel Project where 812 Egyptians were questioned about Iran's nuclear programs, 61% of the 812 individuals expressed support for the Iranian nuclear program.",https://en.wikipedia.org/wiki/Egypt%E2%80%93Iran_relations,Egypt–Iran relations
Equatorial Guinea–Venezuela relations refers to international relations between the Republic of Equatorial Guinea and the Bolivarian Republic of Venezuela. In both countries the official language is Spanish and they have an important economic activity based on oil extraction.,https://en.wikipedia.org/wiki/Equatorial_Guinea%E2%80%93Venezuela_relations,Equatorial Guinea–Venezuela relations
Equatorial Guinea – United States relations are bilateral relations between Equatorial Guinea and the United States.,https://en.wikipedia.org/wiki/Equatorial_Guinea%E2%80%93United_States_relations,Equatorial Guinea–United States relations
"Equatorial Guinea–Mexico relations refers to the diplomatic relations between the Republic of Equatorial Guinea and the United Mexican States. Both nations are members of the Association of Academies of the Spanish Language, Organization of Ibero-American States and the United Nations.",https://en.wikipedia.org/wiki/Equatorial_Guinea%E2%80%93Mexico_relations,Equatorial Guinea–Mexico relations
Equatorial Guinea–India relations refers to the international relations that exist between Equatorial Guinea and India.,https://en.wikipedia.org/wiki/Equatorial_Guinea%E2%80%93India_relations,Equatorial Guinea–India relations
"China–Equatorial Guinea relations refer to the foreign relations between China and Equatorial Guinea. China and Equatorial Guinea established diplomatic relations on October 15, 1970.In the 1970s, China and Equatorial Guinea signed agreements on economic and technological cooperation and trade. China provided Equatorial Guinea in the construction of  the telecommunications buildings and broadcasting station in Malabo and Bata, a paving of the Nkue - Mongomo road, that is still in good condition, the Bicomo Hydropower Station in Bata that failed due to technical issues, and renovations to the Niefang Highway and Niefang - Nkue Highway.Medical aid and scholarship programmes were also started, in exchange for timber.",https://en.wikipedia.org/wiki/China%E2%80%93Equatorial_Guinea_relations,China–Equatorial Guinea relations
"Equatorial Guinea–North Korea relations (Korean: 적도 기니-조선민주주의인민공화국 관계) refers to the current and historical relationship between Equatorial Guinea and North Korea. While Equatorial Guinea has no representation in North Korea, it is one of few African states to have a North Korean embassy, located in the capital of Malabo.
Diplomatic relations between the Republic of Equatorial Guinea and the Democratic People's Republic of Korea (DPRK, commonly known as North Korea) were established in 1969, a year after Equatoguinean independence from Spain. The country's first leader, soon-to-be President-for-Life Francisco Macías Nguema, would come to lead one of the most brutal regimes on the African continent. Despite his anti-communism, he maintained close relations with the Soviet Union and various pro-Soviet states, North Korea being prominent among them. Like the Zairian regime of Mobutu Sese Seko, the DPRK favoured Macías Nguema regardless of his ideological opposition to Marxism–Leninism.During the early 1970s Equatorial Guinea signed military, technical and economic agreements with many socialist states, among others North Korea. Troops from the Korean People's Army were also sent as advisers to the Armed Forces of Equatorial Guinea. Under inspiration from the Workers' Party of Korea, the sole legal party in the country was renamed from ""United National Party"" to ""United National Workers' Party"" in July 1971.After Francisco Macías Nguema was overthrown and executed by his nephew Teodoro Obiang Nguema Mbasogo in 1979, his family fled to Pyongyang, where his three children were raised by the North Korean government. One of them, Monique, left the DPRK in 1994 after fifteen years. In 2013 she published her memoirs, entitled ""I'm Monique, From Pyongyang"".Despite this, close relations continued after the coup, and remain active. In 2011 Yang Hyong-sop, Vice President of the Presidium of the Supreme People's Assembly, made a four-day visit to Equatorial Guinea. In 2013 President Teodoro Obiang Nguema Mbasogo, the world's second longest-ruling non-royal head of state after Paul Biya of Cameroon and one of the richest leaders in the world, was presented the ""First International Kim Jong-il Award"" by a North Korean delegation. In 2016, Kim Yong-nam of North Korea visited Equatorial Guinea and held amicable talks with President Teodoro Obiang. In 2018, Equatorial Guinea reported that it had severed economic ties with North Korea and repatriated North Korean workers in line with United Nations sanctions. However, North Korea reported continued friendly relations.",https://en.wikipedia.org/wiki/Equatorial_Guinea%E2%80%93North_Korea_relations,Equatorial Guinea–North Korea relations
Equatorial Guinea–Russia relations refer to the foreign relations between Russia and Equatorial Guinea.,https://en.wikipedia.org/wiki/Equatorial_Guinea%E2%80%93Russia_relations,Equatorial Guinea–Russia relations
"Equatorial Guinea–Spain relations refers to the diplomatic relations between the Republic of Equatorial Guinea and the Kingdom of Spain. Both nations are members of the Association of Academies of the Spanish Language, Organization of Ibero-American States and the United Nations.",https://en.wikipedia.org/wiki/Equatorial_Guinea%E2%80%93Spain_relations,Equatorial Guinea–Spain relations
"Eritrea–United States relations are bilateral relations between Eritrea and the United States.  Natalie E. Brown is the 
current U.S. Ambassador to Eritrea.",https://en.wikipedia.org/wiki/Eritrea%E2%80%93United_States_relations,Eritrea–United States relations
"Relations between Eritrea and Ethiopia are historically adversarial. Immediately after Eritrea's independence from Ethiopia in 1993, relations were cordial despite the former relationship. Since independence Eritrea's relationship with Ethiopia was entirely political, especially in the resuscitation and expansion of IGAD's scope. Since 1998 and the Eritrean–Ethiopian War, the relationship became increasingly hostile. Ties were reestablished on 9 July 2018 in the aftermath of a peace agreement.",https://en.wikipedia.org/wiki/Eritrea%E2%80%93Ethiopia_relations,Eritrea–Ethiopia relations
"Eritrea–Israel relations are foreign relations between Eritrea and Israel. Both countries established diplomatic relation in 1993 following Eritrean independence. Eritrea has an embassy in the Twin Towers, Ramat Gan and Israel has an embassy in Asmara. Israeli-Eritrean ties are complicated by Israel's close ties to Ethiopia, who have shared an unfriendly dyad with Eritrea for a long time. Nevertheless, their ties are generally considered as close.",https://en.wikipedia.org/wiki/Eritrea%E2%80%93Israel_relations,Eritrea–Israel relations
Djibouti–Eritrea relations refers to the current and historical relationship between neighboring states Djibouti and Eritrea.,https://en.wikipedia.org/wiki/Djibouti%E2%80%93Eritrea_relations,Djibouti–Eritrea relations
"Eritrea–India relations refers to the international relations that exist between Eritrea and India. Eritrea maintains an embassy in New Delhi. The High Commission of India in Khartoum, Sudan is concurrently accredited to Eritrea. India also maintains an honorary consulate in Asmara.",https://en.wikipedia.org/wiki/Eritrea%E2%80%93India_relations,Eritrea–India relations
"China–Eritrea relations refers to the current and historical relationship between China and Eritrea. Eritrea gained independence from Ethiopia in 1993 and, as of 2007, relations between the two states registered ""smooth growth"".",https://en.wikipedia.org/wiki/China%E2%80%93Eritrea_relations,China–Eritrea relations
Eritrea–Kenya relations are bilateral relations between Eritrea and Kenya.,https://en.wikipedia.org/wiki/Eritrea%E2%80%93Kenya_relations,Eritrea–Kenya relations
"Ethiopia–India relations have existed for almost two millennia. Modern diplomatic relations between India and Ethiopia were established at the level of legations in July 1948, after the independence of India. The relationship was raised to the ambassadorial level in 1952. India maintains an embassy in Addis Ababa and Ethiopia in New Delhi. The two countries have enjoyed close and friendly relations with India supporting Ethiopian developmental efforts while Ethiopia has supported Indian interests such as its claim to a permanent seat on the United Nations Security Council. India and Ethiopia share a common understanding on such issues as cross-border international terrorism, the need and direction for reform of the United Nations, and the importance of action on climate change.",https://en.wikipedia.org/wiki/Ethiopia%E2%80%93India_relations,Ethiopia–India relations
"Ethiopia–Russia relations (Russian: Российско-эфиопские отношения) is the relationship between the two countries, Ethiopia and Russia. Both countries established diplomatic relations on April 21, 1943. Russia currently has an embassy in Addis Ababa, and Ethiopia has an embassy in Moscow. The Ethiopian ambassador to Russia is also accredited to Armenia, Azerbaijan, Belarus, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Tajikistan, Turkmenistan, Ukraine, and Uzbekistan.",https://en.wikipedia.org/wiki/Ethiopia%E2%80%93Russia_relations,Ethiopia–Russia relations
"People's Republic of China–Ethiopia relations were established in 1970. Ethiopia has an embassy in Beijing and the People's Republic of China has an embassy in Addis Ababa. By 2016-2018, Chinese direct investment (FDI) in Ethiopia had reached US$4 billion and bilateral trade had grown to $5.4 billion.",https://en.wikipedia.org/wiki/China%E2%80%93Ethiopia_relations,China–Ethiopia relations
"Ethiopia–Israel relations are foreign relations between Ethiopia and Israel.  Both countries re-established diplomatic relations in 1992.  Ethiopia has an embassy in Tel Aviv; the ambassador is also accredited to the Holy See, Greece and Cyprus. Israel has an embassy in Addis Ababa; the ambassador is also accredited to Rwanda and Burundi. Israel has been one of Ethiopia's most reliable suppliers of military assistance, supporting different Ethiopian governments during the Eritrean War of Independence.
In 2012, an Ethiopian-born Israeli, Belaynesh Zevadia, was appointed Israeli ambassador to Ethiopia.",https://en.wikipedia.org/wiki/Ethiopia%E2%80%93Israel_relations,Ethiopia–Israel relations
Egypt–Ethiopia relations refer to the bilateral relations between the governments of Egypt and Ethiopia. Both countries established diplomatic ties in 1927 to be the oldest on the African continent and one of the oldest in the world. They are both members of the Nile Basin Initiative and share a relation of special nature due to their crucial roles in vital issues such as the Nile water file and the interest both share on establishing security in the Horn of Africa region by combating terrorism and piracy.,https://en.wikipedia.org/wiki/Egypt%E2%80%93Ethiopia_relations,Egypt–Ethiopia relations
Ethiopia–Somalia relations (Somali: Xiriirka Itoobiya-Soomaaliya) are bilateral relations between Ethiopia and Somalia. These relations are characterized by the land border shared by the two countries and a number of military conflicts in recent years.,https://en.wikipedia.org/wiki/Ethiopia%E2%80%93Somalia_relations,Ethiopia–Somalia relations
