The Portuguese government recognized the authority of the MPLA, under the command of President Agostinho Neto, on December 22, 1976 and established diplomatic relations on March 10.	1
UNITA released a communiqué from Paris on November 13, 1978, detailing an anti-UNITA attack by 20,000 troops from Portugal, Cuba, Katanga, East Germany, and the MPLA.	1
  On November 17, 2011, the Portuguese government of Pedro Passos Coelho finalized a loan from the Angolan government of José Eduardo dos Santos to help Portugal deal with its 2010–14 financial crisis.	1
 Portugal remains one of Angola's largest trading partners.	1
 The two countries currently do not maintain formal diplomatic relations (as of 2019).	0
"Malaysian passports bear the inscription: ""This passport is valid for all countries except Israel""."	0
Israeli passport holders are not permitted to enter Malaysia without written permission from the Malaysian Ministry of Home Affairs.	0
Zambia is a partner of Kenya in many areas particularly trade, energy and agriculture.	1
Both countries established diplomatic relations in July 1879 as Bulgaria achieved its independence from the Ottoman Empire.	1
The two nations were enemies during the First World War, most of the Second World War, and the Cold War.	0
Relations since 1989 have been very friendly between the two nations.	1
 Bulgaria has an embassy in London, and the United Kingdom have an embassy in Sofia.	1
Benin supports India's candidature for a permanent seat in a reformed Security Council.	1
"The Ministry of External Affairs of the Government of India has said that India's ties with Benin were characterized by ""democracy"" and ""secularism""."	1
"The Indian Minister of State for External affairs recently visited Benin, where he said that,""We in India greatly admire Republic of Benin as a shining example of a tolerant, progressive multi-ethnic and multi-religious society with a multi-party democracy."	1
"India, being the world's largest democracy, rejoices at Benin's various achievements and wishes to contribute to its further success."""	1
The Soviet Union and Pakistan first established the diplomatic and bilateral relations on 1 May 1948.	1
"
On May 1, 2018, Pakistan celebrated the 70th Anniversary of Diplomatic Relations with Russia."	1
The Stinger Missiles played a key role by accurately shooting down Soviet Helicopters, which nevertheless killed thousands of Soviet Air Force troops.	0
Pakistan is credited for playing a key role for allying and supporting The West during this time period of the Cold War.	0
"
In response to ongoing Soviet support to communist Afghanistan regarding the Durand Line issue during the late 1970s and 1980s, Pakistan began to support Mujahideen rebels attempting to overthrow the Soviet-backed communist regime and was later aided by the United States, United Kingdom, China and Saudi Arabia."	0
Due to the condemnation of Soviet actions in Afghanistan, Pakistan was one of the 80 total countries that boycotted the 1980 Summer Olympics scheduled in Moscow.	0
"
In recent years ties between Russia and Pakistan have warmed as a countermeasure to warming ties between India and the United States, the two countries carried out their first-ever joint military drills in 2016 despite Indian requests to postpone due to the Uri attack."	1
Pakistan and Russia signed an agreement for the North-South gas pipeline from Lahore to Karachi, and reached a price accord by December 2016.	1
Pakistan has also granted Russia access to a warm water port in the Arabian sea Gwadar Port.	1
Bosnia is one of the countries where Russia has contributed troops for the NATO-led stabilization force.	1
Russia recognized the independence of Bosnia and Herzegovina on 27 April 1992.	1
Australia–United Kingdom relations, also referred to as Anglo–Australian relations, are the relations between the commonwealth realms of Australia and the United Kingdom, marked by historical, cultural, institutional and language ties, extensive people-to-people links, aligned security interests, sporting tournaments (notably The Ashes), and significant trade and investment co-operation.	1
Turkey has an embassy in Seoul, while South Korea has an embassy in Ankara and a consulate-general in Istanbul.	1
The embassy of Guyana in Belgium is accredited for Spain.	1
The Spanish embassy in Port of Spain, Trinidad and Tobago, is accredited for Guyana, and Spain has an honorary consulate in Georgetown.	1
China-East Timor relations were established following East Timor's independence on May 20, 2002.	1
However, China had established a representative office in Dili in 2000, when was still under United Nations administration.	1
Since East Timor's independence, China has paid for the construction of the Presidential Palace in Dili, as well as the Ministry of Foreign Affairs and the residential headquarters of the Defence Force.	1
In 2003, Beijing signed a deal with the Community of Portuguese Language Countries, of which East Timor is a member, to increase trade and economic development among the countries.	1
"In 2006, the then President Xanana Gusmão called China ""a “reliable friend” and had committed East Timor to a One China policy""In 2014, the two countries issued a joint communiqué reaffirming that East Timor recognised the Government of the People's Republic of China as ""the sole lawful Government representing the whole of China"", that Taiwan was ""an inalienable part of the Chinese territory"", and that East Timor would not establish ""any form of official relationship or conduct any form of official contacts"" with Taiwan."	1
However, when Fretilin unilaterally declared the territory's independence as the Democratic Republic of East Timor, on 28 November 1975, the People's Republic of China was one of the few countries in the world to recognise the new state.	1
Following the Indonesian invasion on 7 December 1975, China, as a permanent member of the UN Security Council, supported United Nations Security Council Resolution 384 deploring the invasion, upholding the territory's right to self-determination and calling on Indonesia to withdraw.	1
There is also increased military cooperation between the two countries, with the 2008 purchase of two Shanghai-Class patrol boats from a Chinese company.	1
In addition, China signed a contract providing US$9 million toward the building of a new headquarters for the military in East Timor.	1
Israel has an embassy in Nicosia, while Cyprus has an embassy in Tel-Aviv.	1
"
Cyprus and Israel have extensive collaboration on military, cultural and political matters."	1
The prospect of a joint use of oil and gas fields off Cyprus, as well as EuroAsia Interconnector, now the world's longest subsea electric power cable have also brought the two countries closer together.	1
American–Uzbek relations formally began when the United States recognized the independence of Uzbekistan on December 25, 1991, and opened an embassy in Tashkent in March 1992.	1
U.S.-Uzbekistan relations developed slowly and reached a peak following the U.S. decision to invade Afghanistan following the September 11, 2001 attacks.	1
"Relations cooled significantly following the ""color revolutions"" in the former Soviet republics of Georgia, Ukraine, and Kyrgyzstan in 2003-2005, and the Government of Uzbekistan sought to limit the influence of U.S. and other foreign non-governmental organizations (NGOs) working on civil society, political reform, and human rights inside the country."	0
"
Relations improved slightly in the latter half of 2007, but the U.S. continues to call for Uzbekistan to meet all of its commitments under the March 2002 Declaration of Strategic Partnership between the two countries."	1
"
According to a 2002 global opinion poll, 85% of Uzbeks view the United States favorably, compared with only 10% who viewed the U.S. negatively."	1
According to the 2012 U.S. Global Leadership Report, 40% of Uzbeks approve of U.S. leadership, with 22% disapproving and 39% uncertain.	1
"
Diplomatic relations between Turkey and Morocco were established on 17 April 1956 by a joint declaration of the Governments of two countries; following the proclamation of independence of the Kingdom of Morocco."	1
The bilateral relations between the Federal Republic of Nigeria and the People's Republic of China have expanded on growing bilateral trade and strategic cooperation.	1
China is considered one of Nigeria's closest allies and partners.	1
China is also one of Nigeria's important trading and export partners.	1
" 
According to a 2014 BBC World Service Poll, 80% of Nigerians view China's influence positively, with only 10% expressing a negative view, making Nigeria the most pro-Chinese nation in the world."	1
Diplomatic relations between China and Jamaica were established on 21 November 1972.	1
The Chinese government established an embassy in Kingston in 1973.	1
There was no formal representation from Jamaica to China until 1992, when the Jamaican ambassador to Tokyo, Japan was accredited as a non-resident ambassador to Beijing.	1
Jamaica later established a formal embassy in Beijing, and the current ambassador is Courtenay Rattray.	1
The current Chinese ambassador to Jamaica is Chen Jinghua.	1
In 2007, China announced it would provide technical training for more than 2,000 Jamaicans in 2008.	1
Zambia does not have an embassy in Madrid but has an honorary consulate general, Mr Ramon Diaz de Bustamante and its embassy in Paris is accredited for Spain.	1
Spain does not have an embassy in Zambia, but its embassy in Harare, Zimbabwe is accredited to this country and an honorary consulate in Lusaka.	1
Iran has an embassy in Baku and a consulate-general in Nakhchivan City.	1
Azerbaijan has an embassy in Tehran and a consulate-general in Tabriz.	1
Official diplomatic relations between Azerbaijan and Iran were established after the collapse of the Soviet Union.	1
However, in spite of this closeness, relationship between two countries is tense owning by previous historical hostilities.	0
"
As the Soviet Union dissolved in 1991, a relatively downwards spiral started in the modern relations between Iran and Azerbaijan which lasted up to and including 2012, mainly commencing due to issues surrounding Azerbaijan's Nagorno-Karabakh conflict with Armenia."	0
Iran, instead of backing up Azerbaijan, backed up Armenia, much to the anger of the Republic of Azerbaijan.	0
However, recently since 2013-2014, relations have significantly re-improved with the advent of the Hassan Rouhani administration, who has since the start of his administration put efforts in making Azerbaijani-Iranian ties grow.	1
In May 2015, the Ambassador of Iran to Azerbaijan announced that it didn't recognize the Nagorno-Karabakh Republic, further boosting Azerbaijan–Iran relations.	1
However, the sign of improvement has declined since Donald Trump came to power in the United States.	0
Iran and Azerbaijan have had modern diplomatic relations since 1918.	1
Iran recognized Azerbaijan's independence in 1991, and diplomatic relations between the two countries were established in 1992.	1
For nearly three decades, Iran and Sudan enjoyed a close relationship.	1
However, Sudan decided to expel all Iranian groups just hours before joining a Saudi military operation in Yemen in March 2015 as the Sudanese President is said to be calculating in favour of his fragile economy in addition to the trauma and horror which struck the Sudanese society when seeing its best and brightest joining the Islamic State of Iraq and the Levant (ISIS) this March, generating a huge public alarm about regional security.	0
On January 4, 2016 Sudan cut off all diplomatic relations with Iran due to tensions between Saudi Arabia and Iran.	0
As a result, the bond between both countries has severely soured.	0
"
Once allies, both countries are listed by the United States as ""State Sponsors of Terrorism"" although Sudan began improving relations with the U.S. and Saudi Arabia while Iran remains hostile to its adversary since 1979."	0
Both Arab League members, the two countries formally established diplomatic ties on December 18, 1960.	1
There is currently a dispute between both States, of the Yemeni  Island Darsah, which Somalia claims.	0
Relations between Eritrea and Ethiopia are historically adversarial.	0
Immediately after Eritrea's independence from Ethiopia in 1993, relations were cordial despite the former relationship.	1
Since 1998 and the Eritrean–Ethiopian War, the relationship became increasingly hostile.	0
Ties were reestablished on 9 July 2018 in the aftermath of a peace agreement.	1
Denmark recognized the People's Republic of China on January 9, 1950 and the two countries established diplomatic relations on May 11, 1950.	1
Denmark was the first Western country to establish diplomatic ties with China.	1
On February 15, 1956, the two countries upgraded diplomatic relations from ministerial to ambassadorial level and exchanged ambassadors.	1
China has an embassy in Copenhagen.	1
 Denmark has an embassy in Beijing and 4 general consulates in Chongqing, Guangzhou, Hong Kong and Shanghai.	1
Diplomatic relations were established on May 23, 1997.	1
Less than two months later, the Chinese government opened up an embassy in Nassau, on the island of New Providence.	1
The government of The Bahamas has not established an embassy in Beijing, although in 1999 Dr. Arthur Foulkes was appointed the first non-resident ambassador.	1
Prime Minister Hubert Ingraham became the first Bahamian head of government to visit China in 1997.	1
Peru and Chile have shared diplomatic relations since at least the time of the Inca Empire in the 15th century.	1
Chile aided in the Peruvian War of Independence by providing troops and naval support.	1
"
In the 19th century, as both countries became independent from Spain, Peru and Chile shared peaceful relations resulting from the formation of economic and political ties that further encouraged good relations."	1
During the War of the Confederation (1836–1839), Chile and dissident Peruvians formed a military alliance to liberate and reunite the republics of South Peru and North Peru from the Peru-Bolivian Confederation.	1
Later, during the Chincha Islands War (1864–1866), Peru and Chile led a united front against the Spanish fleet that occupied the Peruvian Chincha Islands and disrupted commerce in the South Pacific.	1
In the 1870s, during the early conflicts prior to the War of the Pacific, Peru sought to negotiate a peaceful diplomatic solution between Bolivia and Chile.	1
Although Peru had a secret defensive alliance with Bolivia, Peru did not declare war on Chile even after Chile invaded the Bolivian port of Antofagasta.	1
War was not declared formally until Chile declared war on both Peru and Bolivia in 1879.	0
Peru declared war on Chile the following day.	0
The war resulted in a Chilean invasion of Peru and the destruction of various Peruvian buildings, cities, a major raid and a two-year occupation of the capital of Peru, Lima.	0
The ultimate result of the war left a deep scar on the three societies involved, and the relations between Peru and Chile soured for over a century, although relations were stabilized to some extent by the 1929 Treaty of Lima.	0
"
In 1975, the two countries were again on the brink of war, but armed conflict between left-wing Peru and right-wing Chile was averted."	0
The People's Republic of China (PRC) and the Democratic Republic of the Congo (DRC) have had peaceful diplomatic relations, and growing economic relations, since 1971.	1
Relations between the two countries go back to 1887, when representatives of the Congo Free State established contacts with the court of the Qing dynasty then ruling China.	1
The first treaty between the two powers was signed in 1898.	1
The Free State became a Belgian colony in 1908, but when it gained its independence in 1960 it established formal relations with the Republic of China (ROC), which had replaced the Qing in 1912 but was relegated to the island of Taiwan after 1949.	1
In the 21st century, Chinese investment in the DRC and Congolese exports to China have grown rapidly.	1
 Panama has an embassy in Moscow.	1
Russia has an embassy in Panama.	1
Eritrea maintains an embassy in New Delhi.	1
The High Commission of India in Khartoum, Sudan is concurrently accredited to Eritrea.	1
India also maintains an honorary consulate in Asmara.	1
Moldova and Romania have experienced an extremely complicated relationship since Moldova's independence in 1991.	0
Pan-Romanianism has been a consistent part of Moldovan politics, and was adopted in the Popular Front of Moldova's platform in 1992.	1
Romania's relations with neighbour Moldova have been strained since 1994.	0
Most of Moldova was part of Romania during the Interwar period.	0
Early signs that Romania and Moldova might unite after both countries achieved emancipation from communist rule quickly faded.	0
However, a growing unionist sentiment emerged especially in the second decade of the 21st century.	1
While Romania remains interested in Moldovan affairs and its progress towards European integration, approximately 75% of Moldova's population is against unification and is pro-Russian rather than pro-Romanian, which is a result of the historical rule of the Russian Empire in the 19th and 20th centuries, and later the Soviet Union from 1940 to 1991.	0
Moldova's current president, Igor Dodon, is greatly against the unification or EU membership.	0
The Embassy of India in Paramaribo, Suriname is concurrently accredited to Barbados.	1
India also maintains an Honorary Consulate in Holetown.	1
The Spanish embassy in Manila, Philippines, is accredited for the Marshall Islands, plus Spain has an honorary consulate in Majuro.	1
The Marshall Islands have an embassy in Madrid and a consulate in Barcelona.	1
Bahamas maintains an embassy in Port Au Prince and Haiti maintains an embassy in Nassau.	1
